index,name,back_default_sprite_url,front_default_sprite_url,official_artwork_front_default
105,marowak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/105.png
106,hitmonlee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/106.png
107,hitmonchan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/107.png
108,lickitung,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/108.png
109,koffing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/109.png
110,weezing,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/110.png
111,rhyhorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/111.png
112,rhydon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/112.png
113,chansey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/113.png
114,tangela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/114.png
115,kangaskhan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/115.png
116,horsea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/116.png
117,seadra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/117.png
118,goldeen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/118.png
119,seaking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/119.png
120,staryu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/120.png
121,starmie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/121.png
122,mr. mime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/122.png
123,scyther,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/123.png
124,jynx,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/124.png
125,electabuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/125.png
126,magmar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/126.png
127,pinsir,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/127.png
128,tauros,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/128.png
129,magikarp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/129.png
130,gyarados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/130.png
131,lapras,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/131.png
132,ditto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/132.png
133,eevee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/133.png
134,vaporeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/134.png
135,jolteon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/135.png
136,flareon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/136.png
137,porygon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/137.png
138,omanyte,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/138.png
139,omastar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/139.png
140,kabuto,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/140.png
141,kabutops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/141.png
142,aerodactyl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/142.png
143,snorlax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/143.png
144,articuno,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/144.png
145,zapdos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/145.png
146,moltres,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/146.png
147,dratini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/147.png
148,dragonair,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/148.png
149,dragonite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/149.png
150,mewtwo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/150.png
151,mew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/151.png
152,chikorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/152.png
153,bayleef,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/153.png
154,meganium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/154.png
155,cyndaquil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/155.png
156,quilava,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/156.png
157,typhlosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/157.png
158,totodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/158.png
159,croconaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/159.png
160,feraligatr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/160.png
161,sentret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/161.png
162,furret,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/162.png
163,hoothoot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/163.png
164,noctowl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/164.png
165,ledyba,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/165.png
166,ledian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/166.png
167,spinarak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/167.png
168,ariados,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/168.png
169,crobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/169.png
170,chinchou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/170.png
171,lanturn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/171.png
172,pichu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/172.png
173,cleffa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/173.png
174,igglybuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/174.png
175,togepi,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/175.png
176,togetic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/176.png
177,natu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/177.png
178,xatu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/178.png
179,mareep,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/179.png
180,flaaffy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/180.png
181,ampharos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/181.png
182,bellossom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/182.png
183,marill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/183.png
184,azumarill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/184.png
185,sudowoodo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/185.png
186,politoed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/186.png
187,hoppip,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/187.png
188,skiploom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/188.png
189,jumpluff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/189.png
190,aipom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/190.png
191,sunkern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/191.png
192,sunflora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/192.png
193,yanma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/193.png
194,wooper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/194.png
195,quagsire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/195.png
196,espeon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/196.png
197,umbreon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/197.png
198,murkrow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/198.png
199,slowking,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/199.png
200,misdreavus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/200.png
201,unown,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/201.png
202,wobbuffet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/202.png
203,girafarig,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/203.png
204,pineco,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/204.png
205,forretress,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/205.png
206,dunsparce,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/206.png
207,gligar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/207.png
208,steelix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/208.png
209,snubbull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/209.png
